"","symbol","coef","HR","lower95","upper95","pValue"
"ENSG00000198947","DMD",0.985731920371655,2.6797725469276,1.39048354221871,5.16452060396794,0.00323205491256616
"ENSG00000151240","DIP2C",1.18815162476793,3.28101105957725,1.25244240022225,8.59523246031746,0.0156031894704115
"ENSG00000129173","E2F8",-1.04989689713988,0.349973830553969,0.132934700602691,0.921367269172898,0.0335212096187595
