"","symbol","HR","lower95","upper95","pValue"
"ENSG00000198947","DMD","3.39073194075613","1.09126667575461","10.5355211054288","0.0486"
"ENSG00000172869","DMXL1","0.177306108988538","0.0570677698064143","0.550879356093598","0.0113"
"ENSG00000179833","SERTAD2","3.75954950615063","1.20382158875624","11.7411189674714","0.0311"
"ENSG00000129173","E2F8","0.170639132210825","0.0548387976727248","0.530969216638125","0.00876"
