"","symbol","coef","HR","lower95","upper95","pValue"
"ENSG00000234912","SNHG20",-0.884499302769315,0.412920869864561,0.176138492838605,0.968008991231335,0.0418749135080151
"ENSG00000065534","MYLK",0.473664316700812,1.60586783352769,1.01022991090597,2.55269762943987,0.0451768744138306
"ENSG00000198947","DMD",0.664107939574061,1.94275669174949,1.1503282097149,3.28106668293638,0.0130012592427288
"ENSG00000116857","TMEM9",0.920898774544474,2.51154669006414,1.02402817780642,6.15985664562889,0.0442371987296112
