"","symbol","HR","lower95","upper95","pValue"
"ENSG00000234912","SNHG20","0.298311763915883","0.103462238914844","0.86011968640897","0.0268"
"ENSG00000198947","DMD","4.81831586168109","1.67946171591044","13.8235766394604","0.0219"
"ENSG00000116857","TMEM9","3.17053192289812","1.06609716059058","9.42903990903363","0.0265"
