"lncRNAs","Genes","Counts","listTotal","popHits","popTotal","foldEnrichment","hyperPValue","miRNAs","cor","corPValue","regSim","sppc"
"ENSG00000234456","ENSG00000084676","2","2","58","277","4.77586206896552","0.0432428190237011","hsa-miR-374b-5p,hsa-miR-374a-5p",0.498502456044808,8.80853643189587e-06,0.876656638396871,0.00560364362694313
"ENSG00000234456","ENSG00000129682","2","2","10","277","27.7","0.00117720922932036","hsa-miR-374b-5p,hsa-miR-374a-5p",0.383862918427201,0.000671264172805806,0.919000750227183,0.0108114867581882
"ENSG00000234456","ENSG00000117114","2","2","35","277","7.91428571428571","0.0155653220321247","hsa-miR-374b-5p,hsa-miR-374a-5p",0.833306151118781,1.0881611865968e-18,0.9674518645672,0.00478348807970841
"ENSG00000234456","ENSG00000118564","2","2","12","277","23.0833333333333","0.00172657353633652","hsa-miR-374b-5p,hsa-miR-374a-5p",0.276856678753536,0.0116629563806131,0.842112250315562,0.0453018649018597
"ENSG00000234456","ENSG00000071967","2","2","32","277","8.65625","0.0129754617276199","hsa-miR-374b-5p,hsa-miR-374a-5p",0.831969495582604,1.37973214141398e-18,0.994097510336546,0.00545778892997945
"ENSG00000234456","ENSG00000151240","2","2","31","277","8.93548387096774","0.0121644953696437","hsa-miR-374b-5p,hsa-miR-374a-5p",0.580817639602107,1.28399526919638e-07,0.996697937826361,0.0136352023139994
"ENSG00000234456","ENSG00000143669","2","2","36","277","7.69444444444444","0.016480929210485","hsa-miR-374b-5p,hsa-miR-374a-5p",0.623010919861359,9.01003376941316e-09,0.99997105180809,0.0113645761716608
"ENSG00000234456","ENSG00000126821","2","2","28","277","9.89285714285714","0.00988855752629099","hsa-miR-374b-5p,hsa-miR-374a-5p",0.303799384082362,0.00622221551837347,0.978875014251358,0.0165188186796565
"ENSG00000234456","ENSG00000145685","2","2","37","277","7.48648648648649","0.0174226965939413","hsa-miR-374b-5p,hsa-miR-374a-5p",0.554591627756879,5.59018194694069e-07,0.972026588915625,0.017687156263695
"ENSG00000234456","ENSG00000117020","2","2","36","277","7.69444444444444","0.016480929210485","hsa-miR-374b-5p,hsa-miR-374a-5p",0.844234532993286,1.43907215210457e-19,0.978140737971773,0.00306904372118533
