"","logFC","AveExpr","t","PValue","FDR","B","symbol","group"
"hsa-miR-141-5p",4.28180416385967,9.2089214682613,5.55595349174877,3.15047040931713e-07,3.46551745024884e-06,6.43726749789542,"hsa-miR-141-5p","miRNA"
"hsa-miR-92b-3p",-4.69507992924169,5.9731368030426,-5.54551124468126,3.29130740093403e-07,3.53624190518958e-06,6.45018006587836,"hsa-miR-92b-3p","miRNA"
"hsa-miR-374a-3p",5.45074487633426,9.59451703200904,5.47342695640656,4.44709608747765e-07,4.66945089185153e-06,6.0787068410158,"hsa-miR-374a-3p","miRNA"
"hsa-miR-374b-5p",4.92463013295532,6.1453699471729,5.40198031771666,5.98298855371012e-07,6.14253491514239e-06,5.67678870612023,"hsa-miR-374b-5p","miRNA"
"hsa-miR-24-2-5p",4.99617616508868,4.63476063080689,5.3857396055343,6.39889167136811e-07,6.4267129395045e-06,5.61740716664982,"hsa-miR-24-2-5p","miRNA"
"hsa-miR-6892-5p",-4.40104475354412,0.781489537269244,-5.37582563461033,6.66657584381403e-07,6.55310221242996e-06,5.75552445764208,"hsa-miR-6892-5p","miRNA"
"hsa-miR-203a-3p",5.7025724226125,14.1884601762543,5.35600822303427,7.23498423085436e-07,6.96367232219732e-06,5.71424604504625,"hsa-miR-203a-3p","miRNA"
"hsa-miR-142-5p",6.47287743066824,6.08949106613466,5.33316106596087,7.94939877888739e-07,7.49514742009383e-06,5.42636427720402,"hsa-miR-142-5p","miRNA"
"hsa-miR-337-3p",4.91860302585312,4.56708410247013,5.29112186141081,9.44897888084849e-07,8.73085648590401e-06,5.27393299885821,"hsa-miR-337-3p","miRNA"
"hsa-miR-101-3p",4.07973387313746,12.4239246169535,5.25853021378081,1.07991241118886e-06,9.78273596018143e-06,5.34178365138908,"hsa-miR-101-3p","miRNA"
"hsa-miR-17-5p",4.16352343058442,10.2152709185437,5.2507302105963,1.11492748813207e-06,9.90570191378882e-06,5.30757794156506,"hsa-miR-17-5p","miRNA"
"hsa-let-7a-3p",4.89978856483791,4.56073580837761,5.21781390850668,1.2753422694618e-06,1.11171344998368e-05,5.00971948034218,"hsa-let-7a-3p","miRNA"
"hsa-miR-326",-4.60507746358829,1.59788767775583,-5.2048347621771,1.34462460033045e-06,1.15040104694938e-05,5.13397701898129,"hsa-miR-326","miRNA"
"hsa-miR-16-5p",5.20980336991594,9.37336628744232,5.1903819189355,1.42611145605317e-06,1.19793362308466e-05,5.02417766776543,"hsa-miR-16-5p","miRNA"
"hsa-miR-23a-5p",-5.23043191264022,1.61112822942566,-5.17671058961768,1.50762900937585e-06,1.24379393273508e-05,5.03075591911963,"hsa-miR-23a-5p","miRNA"
"hsa-miR-193b-3p",-4.15250281916904,5.14763044578942,-5.13108469394615,1.81405501616735e-06,1.44498865080917e-05,4.85974594192065,"hsa-miR-193b-3p","miRNA"
"hsa-miR-26b-5p",4.02847624459569,9.28581622171446,5.13307465165206,1.79950298438886e-06,1.44498865080917e-05,4.85307734976779,"hsa-miR-26b-5p","miRNA"
"hsa-miR-20a-5p",5.67253628296382,9.19362134669237,5.07956806879926,2.23349912852412e-06,1.74894338538668e-05,4.58901091676593,"hsa-miR-20a-5p","miRNA"
"hsa-miR-486-5p",-6.06268504713736,5.87449450269731,-4.97841138531741,3.35055126170481e-06,2.5799244715127e-05,4.28647178885912,"hsa-miR-486-5p","miRNA"
"hsa-miR-133a-3p",-6.55318459691254,4.05173769658991,-4.97258481484836,3.4293348542472e-06,2.597299512561e-05,4.26775449656306,"hsa-miR-133a-3p","miRNA"
"hsa-miR-589-5p",-3.37503157211361,5.52740716283839,-4.94761499383991,3.78792902662972e-06,2.81826699805828e-05,4.17645865038209,"hsa-miR-589-5p","miRNA"
"hsa-miR-429",6.5313659743947,8.4725974520651,4.94398004072426,3.84309136098856e-06,2.81826699805828e-05,4.03865509171092,"hsa-miR-429","miRNA"
"hsa-miR-590-5p",4.59476145708688,4.25279869336804,4.91772838269043,4.26540639824759e-06,3.07909024373498e-05,3.94659663722702,"hsa-miR-590-5p","miRNA"
"hsa-miR-542-3p",5.08909387954036,7.04298826862497,4.88715841973667,4.81438127462681e-06,3.42191407519628e-05,3.84027176152234,"hsa-miR-542-3p","miRNA"
"hsa-miR-324-3p",-3.74253380697547,3.83137393997706,-4.86969069447729,5.15837262182871e-06,3.6108608352801e-05,3.88988284537252,"hsa-miR-324-3p","miRNA"
"hsa-miR-379-5p",3.99056091980617,9.24745314619867,4.85224459077159,5.52579932370004e-06,3.81032729484987e-05,3.82491301033561,"hsa-miR-379-5p","miRNA"
"hsa-miR-335-3p",5.37853364585363,7.81041652332278,4.83513808613321,5.9107740071546e-06,4.01584939897857e-05,3.66485877733492,"hsa-miR-335-3p","miRNA"
"hsa-miR-433-3p",-3.74238567950946,0.541464585029908,-4.75362992527312,8.13392983069703e-06,5.44619649533627e-05,3.45044298923478,"hsa-miR-433-3p","miRNA"
"hsa-miR-744-5p",-3.69706127568518,4.11062582297641,-4.72972540997015,8.92770347181836e-06,5.89228429140012e-05,3.38170941008845,"hsa-miR-744-5p","miRNA"
"hsa-miR-19b-3p",5.77373356490321,7.72756538850127,4.72069817810727,9.24664583563148e-06,6.01683151557992e-05,3.2663415036815,"hsa-miR-19b-3p","miRNA"
"hsa-miR-642a-5p",-4.85742250910763,1.35572763509816,-4.67504319245069,1.10370912579993e-05,7.08213355721622e-05,3.191175995272,"hsa-miR-642a-5p","miRNA"
"hsa-miR-200a-3p",4.69134442085834,9.19399239812386,4.65694246156255,1.18365465196237e-05,7.49107464666595e-05,3.12035748282945,"hsa-miR-200a-3p","miRNA"
"hsa-miR-214-3p",-3.75367972868282,2.29456359884168,-4.62215176718388,1.35340398010346e-05,8.44963025415943e-05,3.00358376908714,"hsa-miR-214-3p","miRNA"
"hsa-miR-7-1-3p",4.97354012319664,4.63028369496648,4.61052416205911,1.41523661383144e-05,8.71785754120167e-05,2.89225447059833,"hsa-miR-7-1-3p","miRNA"
"hsa-miR-3605-3p",-4.38518935853229,1.25045903512028,-4.59501400506593,1.50199785653699e-05,9.13056591736957e-05,2.9106918852644,"hsa-miR-3605-3p","miRNA"
"hsa-miR-182-5p",4.65857007759595,13.6919338436382,4.59142372113357,1.52280506956511e-05,9.13683041739066e-05,2.88842393331619,"hsa-miR-182-5p","miRNA"
"hsa-miR-136-5p",5.07774663769208,4.72590567900772,4.56787827948489,1.66635769972949e-05,9.86996483685928e-05,2.74884286261277,"hsa-miR-136-5p","miRNA"
"hsa-let-7g-5p",3.52263355022223,9.46953851325498,4.56118862148108,1.7094826737532e-05,9.99722778827822e-05,2.7890717570909,"hsa-let-7g-5p","miRNA"
"hsa-miR-126-5p",4.73089390731994,7.18228240444626,4.42568349773163,2.85603576555547e-05,0.000164936065460828,2.2794493303189,"hsa-miR-126-5p","miRNA"
"hsa-miR-24-3p",2.53765048966994,10.9414784970182,4.40626476915801,3.07191760332512e-05,0.000175213078115581,2.2408346036078,"hsa-miR-24-3p","miRNA"
"hsa-miR-432-5p",-3.76990198193224,2.59179428233015,-4.37096209522931,3.50547257994441e-05,0.000197503455113941,2.12606190740382,"hsa-miR-432-5p","miRNA"
"hsa-miR-532-3p",-3.15211942620646,5.44948040664491,-4.35105134398189,3.77548980437777e-05,0.00021015376983404,2.05116351052011,"hsa-miR-532-3p","miRNA"
"hsa-miR-194-5p",4.2871211799134,14.1262310354648,4.33612815814969,3.99093181575536e-05,0.000219501249866545,1.99813846807873,"hsa-miR-194-5p","miRNA"
"hsa-miR-30b-5p",3.71882743729261,8.32497546881362,4.32834192182554,4.10800525124676e-05,0.00022068586349721,1.99650175491293,"hsa-miR-30b-5p","miRNA"
"hsa-miR-660-5p",4.33846251028867,5.55964406602363,4.32878949041978,4.10118673475764e-05,0.00022068586349721,1.9591413430906,"hsa-miR-660-5p","miRNA"
"hsa-miR-424-5p",5.85468269868358,7.05953620404243,4.32321823514377,4.18684653738409e-05,0.000222335988536948,1.94106772214231,"hsa-miR-424-5p","miRNA"
"hsa-miR-455-5p",4.32188231653771,3.94868794360993,4.28731619895225,4.78173717417475e-05,0.000251041201644174,1.82461137641678,"hsa-miR-455-5p","miRNA"
"hsa-miR-889-3p",4.22892861461281,3.86951665590891,4.2723438899869,5.05322719815587e-05,0.000262313591634608,1.77627009871086,"hsa-miR-889-3p","miRNA"
"hsa-miR-33a-5p",5.89973762442239,5.5267515540788,4.26610056158854,5.17077642477739e-05,0.000265433189805239,1.75626307067205,"hsa-miR-33a-5p","miRNA"
"hsa-miR-374a-5p",3.90431313807938,5.12423543918647,4.22003742408056,6.12330618314378e-05,0.000308931769069015,1.60833335080361,"hsa-miR-374a-5p","miRNA"
"hsa-miR-484",-2.54020066315764,5.89546788090382,-4.2187647416564,6.15188804206697e-05,0.000308931769069015,1.60192322052646,"hsa-miR-484","miRNA"
"hsa-miR-99b-3p",-4.0497402300319,4.88686658407405,-4.19990389625417,6.59083200295774e-05,0.000327415525308223,1.53896442463059,"hsa-miR-99b-3p","miRNA"
"hsa-miR-150-3p",-4.6661331472777,0.519448966881399,-4.05934194144469,0.000109544755929459,0.000538400821695851,1.10758741740782,"hsa-miR-150-3p","miRNA"
"hsa-miR-150-5p",-4.21489431502908,8.2941631047723,-4.03273566524374,0.000120467350026207,0.000585851744337974,0.965492351384112,"hsa-miR-150-5p","miRNA"
"hsa-miR-98-5p",4.50326855655673,5.72663434925179,4.02901192331239,0.000122077011454378,0.000587495617624195,1.00574266296532,"hsa-miR-98-5p","miRNA"
"hsa-miR-125b-5p",-4.31397476095386,7.71078960822036,-4.00133950104626,0.000134702222731191,0.000641571411358868,0.864402295098445,"hsa-miR-125b-5p","miRNA"
"hsa-miR-22-5p",4.48374897728099,4.15611751575199,3.98601456134174,0.000142223194048552,0.000670480771943172,0.872530066357831,"hsa-miR-22-5p","miRNA"
"hsa-miR-151a-3p",2.73940242149333,11.231808666718,3.95308195722374,0.000159770423510862,0.000745595309717354,0.727116320023287,"hsa-miR-151a-3p","miRNA"
"hsa-miR-378a-3p",-2.92199108191926,10.1573036572677,-3.94237307473401,0.000165910156579143,0.00076650492339564,0.670816698602384,"hsa-miR-378a-3p","miRNA"
"hsa-miR-19a-3p",6.18559170808454,5.80183157593261,3.92616411740804,0.000175634816446342,0.000803398863348614,0.688783489864329,"hsa-miR-19a-3p","miRNA"
"hsa-miR-186-5p",2.12311892942852,8.33453532747104,3.89126921885191,0.000198454487069322,0.000898882088490457,0.542382733639753,"hsa-miR-186-5p","miRNA"
"hsa-miR-146b-3p",-3.59988061788659,5.43819985168957,-3.86962421058667,0.000214005937692265,0.000959910128289578,0.460611084602914,"hsa-miR-146b-3p","miRNA"
"hsa-miR-30c-2-3p",-4.02576331866836,2.60662949192522,-3.79455249199977,0.000277468897811375,0.00123260221912361,0.229718668910095,"hsa-miR-30c-2-3p","miRNA"
"hsa-miR-335-5p",4.7016674242989,4.33864584658715,3.78767867598478,0.000284102486773254,0.00125005094180232,0.270630562245731,"hsa-miR-335-5p","miRNA"
"hsa-miR-361-3p",-2.63400574779602,6.23934725510943,-3.77817224022679,0.000293526286310572,0.00127933154976872,0.172647450483825,"hsa-miR-361-3p","miRNA"
"hsa-miR-2355-5p",3.69954129582832,4.94495327316685,3.71694550385197,0.000361745663487781,0.00156192987412481,0.0610328362430055,"hsa-miR-2355-5p","miRNA"
"hsa-miR-203b-3p",6.20350517723022,7.41771571102987,3.63526725866286,0.000476495276179835,0.00203834090365818,-0.177584108742035,"hsa-miR-203b-3p","miRNA"
"hsa-miR-18a-5p",5.29032033004657,4.92268372206883,3.62208816851882,0.000497979907073255,0.00211070382631049,-0.215740574400119,"hsa-miR-18a-5p","miRNA"
