"","symbol","group","logFC","AveExpr","t","PValue","FDR","B"
"ENSG00000142959","BEST4","protein_coding",-6.37530887502145,0.428004367991701,-43.3765283193042,3.41485128560319e-159,5.06149257552104e-155,353.118885958752
"ENSG00000163815","CLEC3B","protein_coding",-4.46967517195582,1.2724111125959,-42.6172865730646,1.62773367308731e-156,1.20631342512501e-152,347.048263620154
"ENSG00000111846","GCNT2","protein_coding",-4.43771926431051,0.560657839651268,-35.230120944601,7.21014847969209e-129,3.5622940255332e-125,283.710464137789
"ENSG00000269404","SPIB","protein_coding",-5.68115206758024,0.620977969837798,-34.5147664691957,4.91753785335421e-126,1.8221936515604e-122,277.268907946284
"ENSG00000133800","LYVE1","protein_coding",-4.87121986544535,0.899533538842513,-33.8449515036605,2.34610549344418e-123,6.95479512476592e-120,271.136555783191
"ENSG00000118777","ABCG2","protein_coding",-5.04667224149742,1.17265683974561,-32.7462442002104,6.5546577538809e-119,1.61921895380038e-115,260.962429333962
"ENSG00000036672","USP2","protein_coding",-4.23925158159208,1.18206751211808,-31.8354320313891,3.5586952520853e-115,7.53528300377262e-112,252.389486514998
"ENSG00000187699","C2orf88","protein_coding",-4.20689875750481,2.89043696642536,-31.5276169540474,6.65842273639895e-114,1.23363927248632e-110,249.520779689947
"ENSG00000168309","FAM107A","protein_coding",-3.8601628889254,1.15656832174668,-30.7936873574356,7.52177781958241e-111,1.23875323157612e-107,242.464248097671
"ENSG00000168079","SCARA5","protein_coding",-5.95004991975446,1.20413666120434,-29.0960072165128,1.10381510680603e-103,1.6360747513079e-100,226.051333404714
"ENSG00000197165","SULT1A2","protein_coding",-4.19541081769314,0.358145892677388,-29.0656666906196,1.48684931192189e-103,2.00346186375511e-100,225.692694665071
"ENSG00000133742","CA1","protein_coding",-9.83174409370084,0.715280534177622,-28.8456865200833,1.29291843223117e-102,1.59696975021087e-99,223.549594494816
"ENSG00000113594","LIFR","protein_coding",-3.91028459871634,1.14025337041103,-28.6578093576966,8.23415159635799e-102,9.38819961240139e-99,221.742340628708
"ENSG00000176641","RNF152","protein_coding",-3.27497264468292,2.32174662143285,-27.9557808737364,8.60224092287026e-99,9.10731535419878e-96,214.840594968867
"ENSG00000205364","MT1M","protein_coding",-5.51920093573531,0.646907144379746,-27.365351467419,3.09701722611924e-96,3.06026595503596e-93,208.960419723934
"ENSG00000189129","PLAC9","protein_coding",-2.84210899332478,0.688759953328322,-27.1655606050992,2.28776667111254e-95,2.11932984995188e-92,206.869231322616
"ENSG00000135549","PKIB","protein_coding",-4.59049845602887,2.87755092483108,-27.0753416690953,5.65122084147423e-95,4.92719972425477e-92,206.083686019538
"ENSG00000170382","LRRN2","protein_coding",-4.23301075439737,1.23544172522193,-26.4385552686509,3.41793240617375e-92,2.81447745135041e-89,199.689193063829
"ENSG00000160712","IL6R","protein_coding",-3.01691722201725,3.58877543722611,-26.3220354823487,1.10796952762894e-91,8.64332859921905e-89,198.527827878153
"ENSG00000196616","ADH1B","protein_coding",-6.64389038246433,0.921414609033132,-26.2402730972579,2.53077256305751e-91,1.87555554648192e-88,197.694093063598
"ENSG00000163295","ALPI","protein_coding",-5.13611484788537,0.37681118531136,-26.2321251891759,2.74799353104572e-91,1.93956000557903e-88,197.604280352882
"ENSG00000118804","STBD1","protein_coding",-1.94873783478345,1.8244910474137,-26.1519355863788,6.18186939077609e-91,4.16489400500378e-88,196.767437661527
"ENSG00000103375","AQP8","protein_coding",-8.83245185372154,1.15018934990531,-26.039742924181,1.92381533486561e-90,1.23977351710339e-87,195.660707374175
"ENSG00000104435","STMN2","protein_coding",-4.68674304700845,0.37709221106722,-25.9691836655357,3.93089181280563e-90,2.42765326872521e-87,194.949769982241
"ENSG00000186198","SLC51B","protein_coding",-4.6273701261514,1.92039577779548,-25.8462755601734,1.36617115540615e-89,8.09975554617199e-87,193.725523786778
"ENSG00000180875","GREM2","protein_coding",-5.09194692682202,0.944270527578422,-25.7045159530355,5.75705097156406e-89,3.28196190386625e-86,192.287535269476
"ENSG00000040199","PHLPP2","protein_coding",-2.50173941743988,4.23495546676143,-25.5911013106437,1.82187686496242e-88,1.00014292194344e-85,191.142852080327
"ENSG00000204936","CD177","protein_coding",-7.37392117798619,1.87717408583875,-25.5777571767957,2.08648988258526e-88,1.10449832284567e-85,191.003035004825
"ENSG00000187824","TMEM220","protein_coding",-3.2171007137946,1.26450507087882,-25.4556959611928,7.21867678847778e-88,3.68949059857992e-85,189.756293608047
"ENSG00000139433","GLTP","protein_coding",-1.64498586097028,5.2879487346966,-25.1492879316582,1.63650943653397e-86,7.82462673171178e-84,186.65556281316
"ENSG00000176472","ZNF575","protein_coding",-2.07455999421673,1.75526718506734,-25.1216412508621,2.16959608779656e-86,1.00492978791627e-83,186.350818449269
"ENSG00000176533","GNG7","protein_coding",-3.10884471017745,1.23549472614016,-24.9380841847889,1.41284059490035e-85,6.34579493867061e-83,184.498163052979
"ENSG00000168477","TNXB","protein_coding",-4.38092071310008,2.31369394999153,-24.9137338871779,1.81185292795066e-85,7.8986129700249e-83,184.263826906347
"ENSG00000163959","SLC51A","protein_coding",-3.71807557416056,1.80149785243167,-24.7929170521915,6.22890433782908e-85,2.63785200272293e-82,183.03275338703
"ENSG00000154175","ABI3BP","protein_coding",-3.64213862278896,2.14691901319857,-24.7005475426269,1.60230110703759e-84,6.59702972458642e-82,182.091221406687
"ENSG00000080493","SLC4A4","protein_coding",-6.15505812355035,2.5203369462124,-24.4621858971122,1.8401553703965e-83,7.37156294595052e-81,179.658313502666
"ENSG00000138678","GPAT3","protein_coding",-2.86587873376186,2.73858521171221,-24.1068795820194,7.05098704752961e-82,2.750256053118e-79,176.022379930498
"ENSG00000100604","CHGA","protein_coding",-7.4356438900893,1.35649777550108,-24.0680538801492,1.05073829130081e-81,3.99334434709247e-79,175.626791902561
"ENSG00000120254","MTHFD1L","protein_coding",2.49321463183817,5.45722832191216,24.0041401571844,2.02663955524013e-81,7.5097128719423e-79,174.957911084893
"ENSG00000050344","NFE2L3","protein_coding",2.66189406864293,6.79795406214237,23.9632902502558,3.08440349469061e-81,1.11504947800742e-78,174.550782157565
"ENSG00000119919","NKX2-3","protein_coding",-3.08450643171549,1.60760754505291,-23.8974534863025,6.07054843229699e-81,2.14232544913109e-78,173.878477807745
"ENSG00000148842","CNNM2","protein_coding",-1.71350495073854,4.0303670518725,-23.8221033361084,1.31801058819857e-80,4.54315184611145e-78,173.096186625069
"ENSG00000067113","PLPP1","protein_coding",-2.05021445314553,4.5781808301566,-23.7905566486099,1.82358223142602e-80,6.14298541686284e-78,172.769264279942
"ENSG00000147883","CDKN2B","protein_coding",-3.58206516741062,3.75384205072827,-23.6956474424893,4.84511869712026e-80,1.59587442952703e-77,171.80000772625
"ENSG00000135437","RDH5","protein_coding",-2.54174816777423,0.86048493829077,-23.6909844304305,5.08347520929575e-80,1.6379841206996e-77,171.72253253622
"ENSG00000232070","TMEM253","protein_coding",-3.1677895246012,0.131535095185558,-23.6094351459127,1.17759571106782e-79,3.71368587860581e-77,170.86341942571
"ENSG00000105894","PTN","protein_coding",-2.97979276490937,1.00515825933187,-23.4965764018225,3.76858492870841e-79,1.16370762111075e-76,169.756242769704
"ENSG00000162460","TMEM82","protein_coding",-4.04518547576239,0.442401183553672,-23.4748729782554,4.71371905628808e-79,1.4258519153531e-76,169.536187959076
"ENSG00000071203","MS4A12","protein_coding",-7.79869264433269,1.02155351097613,-23.3924011891052,1.10348365516641e-78,3.2711669473753e-76,168.694997272001
"ENSG00000171503","ETFDH","protein_coding",-1.9394617714342,4.25971814088999,-23.3813380966894,1.23689055865021e-78,3.59474350202224e-76,168.564666271668
"ENSG00000164283","ESM1","protein_coding",5.63683105032233,2.01335706954819,23.3412200163501,1.87108795586029e-78,5.33332032341562e-76,167.400044824083
"ENSG00000186642","PDE2A","protein_coding",-2.76518120984519,1.52569080655498,-23.3277652403411,2.14976693430867e-78,6.01204632081567e-76,168.029159744424
"ENSG00000242515","UGT1A10","protein_coding",-4.49960809422136,1.41789708174984,-23.2729055690249,3.78692369720311e-78,1.03944042666564e-75,167.464700899816
"ENSG00000145362","ANK2","protein_coding",-3.46388592870469,1.53372659279664,-23.184981294117,9.38703057526682e-78,2.52971940339281e-75,166.561492900869
"ENSG00000130055","GDPD2","protein_coding",-3.88179353067959,0.886859646135639,-23.1644886186043,1.15995104190362e-77,3.07014184698132e-75,166.350584991769
"ENSG00000197273","GUCA2A","protein_coding",-6.66290453663993,3.02486525105455,-23.1063394417154,2.11491959623377e-77,5.49953302725913e-75,165.750755272441
"ENSG00000172260","NEGR1","protein_coding",-3.25262739240541,1.50788349886068,-23.0942116288756,2.39721975570839e-77,6.1261364170879e-75,165.627779932237
"ENSG00000173175","ADCY5","protein_coding",-3.4333260552672,1.72198564935016,-23.0406235548849,4.17041914002119e-77,1.04769411005753e-74,165.074606474619
"ENSG00000168447","SCNN1B","protein_coding",-5.34233624484514,1.89901939628663,-22.9345558824836,1.24832271256462e-76,3.08377320760546e-74,163.978789046932
"ENSG00000073711","PPP2R3A","protein_coding",-2.32769597707913,2.67837170281802,-22.9225705525118,1.41300801307334e-76,3.40617322508759e-74,163.85472952877
"ENSG00000154721","JAM2","protein_coding",-2.89275813740948,1.90574476694933,-22.9217672919658,1.42479247035104e-76,3.40617322508759e-74,163.851026497046
"ENSG00000205358","MT1H","protein_coding",-4.69958354601059,0.837214200540839,-22.9188078117425,1.46906518889243e-76,3.45626733805771e-74,163.82124413903
"ENSG00000101605","MYOM1","protein_coding",-3.19186013719761,0.611658462316419,-22.850657994083,2.97244855001211e-76,6.88400506379367e-74,163.109326816779
"ENSG00000187091","PLCD1","protein_coding",-2.3699684245616,4.17152134777885,-22.8114610958427,4.45857810986347e-76,1.01669299606764e-73,162.693437387429
"ENSG00000105609","LILRB5","protein_coding",-3.36479509399816,1.15146650741051,-22.7152408234544,1.20660974444802e-75,2.70975297457705e-73,161.723992355954
"ENSG00000101955","SRPX","protein_coding",-3.02782545589168,1.92576274277225,-22.6234562110082,3.1200865769273e-75,6.90237660346515e-73,160.774612196501
"ENSG00000174944","P2RY14","protein_coding",-3.08306161139461,0.777351183772078,-22.5938269082477,4.24025523318851e-75,9.24250927445883e-73,160.465535852589
"ENSG00000144619","CNTN4","protein_coding",-3.01674432842722,0.797063769681287,-22.579003354092,4.94368239598257e-75,1.06196029671382e-72,160.311714735723
"ENSG00000154822","PLCL2","protein_coding",-2.99824852326963,2.3068457178527,-22.5159744372707,9.49558952136285e-75,2.01062325550914e-72,159.661199865358
"ENSG00000100490","CDKL1","protein_coding",-1.98651560061571,0.683964272777889,-22.5108521122796,1.00129606219808e-74,2.09031130054928e-72,159.549819138679
"ENSG00000109182","CWH43","protein_coding",-5.91622953706766,-0.163976708517721,-22.471211270628,1.50967984672546e-74,3.10784370668955e-72,159.206929025527
"ENSG00000168060","NAALADL1","protein_coding",-3.04882593725487,2.05538653373417,-22.4675832233732,1.56749718895981e-74,3.18266347051539e-72,159.164706770251
"ENSG00000169860","P2RY1","protein_coding",-3.01251991523915,2.70858071913605,-22.4299503404934,2.31485114935779e-74,4.63658428861907e-72,158.767497204677
"ENSG00000115841","RMDN2","protein_coding",-2.02574494238308,2.31141860199102,-22.3869422768522,3.61452835019897e-74,7.14327189421989e-72,158.336110204341
"ENSG00000254827","SLC22A18AS","protein_coding",-2.56630769806702,2.81624009835713,-22.3699061147177,4.3124053047098e-74,8.41032518768535e-72,158.1486624122
"ENSG00000175356","SCUBE2","protein_coding",-3.10423251635552,1.64367353946179,-22.3532479455405,5.12496496645285e-74,9.86522477048886e-72,157.987782502229
"ENSG00000062038","CDH3","protein_coding",6.33918957229044,5.91825009853634,22.3467069639793,5.48441458490284e-74,1.04217939714654e-71,157.624168595404
"ENSG00000079335","CDC14A","protein_coding",-1.96273261892646,2.58309171871705,-22.3434937554917,5.67012193733121e-74,1.06382971335599e-71,157.884387721818
"ENSG00000136044","APPL2","protein_coding",-1.79746710180844,5.8754458958013,-22.3134817269144,7.73890293957497e-74,1.43382524212975e-71,157.549931399834
"ENSG00000070778","PTPN21","protein_coding",-1.58633203919927,3.91507181968352,-22.3022800815747,8.69165863697278e-74,1.5904662261384e-71,157.439262955285
"ENSG00000137872","SEMA6D","protein_coding",-3.4659046875543,2.60632397694538,-22.2682547098647,1.2367354309321e-73,2.23547470210678e-71,157.096728762108
"ENSG00000182168","UNC5C","protein_coding",-2.68938304735282,1.18266840329716,-22.2267593517467,1.90152793830184e-73,3.3957165182542e-71,156.681407046617
"ENSG00000198894","CIPC","protein_coding",-1.37024659502804,4.81726376943355,-22.1775046068084,3.16881540677424e-73,5.59145023323903e-71,156.14111541758
"ENSG00000167080","B4GALNT2","protein_coding",-7.01452540986206,0.738473587985212,-22.1690694789465,3.45846882270049e-73,6.03075586941962e-71,156.084418932283
"ENSG00000112936","C7","protein_coding",-4.80480358001277,1.98207580573585,-22.1627110139108,3.69419126213998e-73,6.3668956845859e-71,156.01052715772
"ENSG00000197375","SLC22A5","protein_coding",-1.78290902902978,4.60571842804243,-21.9389760772137,3.76241233896388e-72,6.40993973426698e-70,153.674353980355
"ENSG00000149294","NCAM1","protein_coding",-3.19719512396211,1.52400183356946,-21.9194892280062,4.60560954045281e-72,7.75731188733995e-70,153.506205145433
"ENSG00000143196","DPT","protein_coding",-4.48724235486981,2.09460480860341,-21.9109711830525,5.03125764373062e-72,8.37902256127812e-70,153.406239795983
"ENSG00000177675","CD163L1","protein_coding",-3.3197632162244,2.24505253273779,-21.8607610048189,8.47194859333412e-72,1.39523580055998e-69,152.888235627454
"ENSG00000253958","CLDN23","protein_coding",-3.06985825073239,4.0325061326054,-21.8584892310743,8.67407810672323e-72,1.41282621645991e-69,152.846430254737
"ENSG00000173237","C11orf86","protein_coding",-5.24887258643523,0.205001478174635,-21.820858871179,1.28189005364927e-71,2.0652363451293e-69,152.488275974279
"ENSG00000172594","SMPDL3A","protein_coding",-2.76615470978674,4.21553850747015,-21.7340527812008,3.15652594237348e-71,5.03075564708169e-69,151.556706189759
"ENSG00000065320","NTN1","protein_coding",-3.03658918697525,2.01879735485173,-21.6474573045914,7.75706674572223e-71,1.22314088622441e-68,150.686410576845
"ENSG00000119121","TRPM6","protein_coding",-4.71084645834725,2.2786506656467,-21.6462974918086,7.85105508443354e-71,1.22336839885756e-68,150.666126578687
"ENSG00000148483","TMEM236","protein_coding",-4.39942665310833,2.64380863923994,-21.6454119381674,7.92358428621816e-71,1.22336839885756e-68,150.653724927016
"ENSG00000167701","GPT","protein_coding",-3.72348483459212,3.02182075791341,-21.5743417303983,1.65751507084531e-70,2.53275137938857e-68,149.913279834746
"ENSG00000087258","GNAO1","protein_coding",-3.53668274829346,1.20926788573221,-21.5645070074377,1.83576483586081e-70,2.77650065276826e-68,149.835553152355
"ENSG00000167434","CA4","protein_coding",-7.55745405837667,1.85113265297783,-21.5018058895537,3.5208767052193e-70,5.27135702270308e-68,149.183113970732
"ENSG00000215193","PEX26","protein_coding",-1.69051003605817,6.13229452065894,-21.4753541254206,4.63425750922951e-70,6.86889648017998e-68,148.876847311006
"ENSG00000138722","MMRN1","protein_coding",-4.33849426950166,0.610530523606107,-21.4639262896952,5.21837468699065e-70,7.65809402084905e-68,148.796210524051
"ENSG00000181804","SLC9A9","protein_coding",-2.5995077261805,1.27120310075644,-21.4108807796645,9.05432977790074e-70,1.31571839184358e-67,148.250931585912
"ENSG00000016602","CLCA4","protein_coding",-8.24920813170021,2.19245607368274,-21.3978271409981,1.03693767929301e-69,1.49218352257097e-67,148.110626876281
"ENSG00000168497","CAVIN2","protein_coding",-3.03796691450258,2.38905930292509,-21.3773360410473,1.28294615986101e-69,1.82844499821729e-67,147.882759828279
"ENSG00000006704","GTF2IRD1","protein_coding",2.19606596728786,6.04335042263375,21.316374051056,2.41705450435801e-69,3.41196017748518e-67,147.256262432771
"ENSG00000107864","CPEB3","protein_coding",-1.53946599518414,2.22532648220391,-21.3052970579338,2.71188800036457e-69,3.79203810767959e-67,147.15825765003
"ENSG00000198417","MT1F","protein_coding",-3.19967017700168,2.97155429276755,-21.2048953331738,7.69791572097868e-69,1.06634118519949e-66,146.087160460581
"ENSG00000171617","ENC1","protein_coding",2.0069776731804,7.17898389226579,21.1645989708475,1.17015246914157e-68,1.60592591644596e-66,145.652849218964
"ENSG00000151892","GFRA1","protein_coding",-3.69408936452642,0.860540634029356,-21.1527427344827,1.32359393691611e-68,1.79984489293308e-66,145.577360570956
"ENSG00000104154","SLC30A4","protein_coding",-1.74760217617555,2.80323143764262,-21.1467442536249,1.40873329361201e-68,1.89820407981065e-66,145.502530387817
"ENSG00000179314","WSCD1","protein_coding",-3.5988620897667,2.30150054014232,-21.1193051701751,1.87359947136395e-68,2.50184606887895e-66,145.208627961756
"ENSG00000164442","CITED2","protein_coding",-1.93547026769944,4.70776645810269,-21.1157305590483,1.94451478629946e-68,2.57335697879737e-66,145.146620298413
"ENSG00000004799","PDK4","protein_coding",-3.4289958161264,3.92175621979807,-21.0849768358445,2.67685490800409e-68,3.51118083596784e-66,144.837051356767
"ENSG00000167074","TEF","protein_coding",-1.86784927874808,4.12130911114525,-21.0713418403677,3.08440000922929e-68,4.01026113480672e-66,144.69103639172
"ENSG00000133083","DCLK1","protein_coding",-3.54229310089485,0.105440035521427,-21.0630801064494,3.36095761676619e-68,4.33183598223553e-66,144.649160457605
"ENSG00000135218","CD36","protein_coding",-3.37050459100934,2.39020848091954,-21.0315447045224,4.66457569362847e-68,5.96020180439321e-66,144.298824987642
"ENSG00000175832","ETV4","protein_coding",5.42011258946302,6.25641499884724,20.9995429822112,6.50534269688721e-68,8.1713719875646e-66,143.908248968356
"ENSG00000271447","MMP28","protein_coding",-3.4471059442012,2.49704067841053,-20.9650339102458,9.3121655584081e-68,1.15987325972038e-65,143.607965307274
"ENSG00000099139","PCSK5","protein_coding",-2.82640890921379,3.38669331401131,-20.8736846344038,2.40677941624698e-67,2.97277370896773e-65,142.64952757431
"ENSG00000172348","RCAN2","protein_coding",-2.25172798294308,2.75471691570925,-20.832137287057,3.70683983479639e-67,4.54072562242579e-65,142.235889886751
"ENSG00000151229","SLC2A13","protein_coding",-1.93028371083062,3.59954264881014,-20.8198913247025,4.21007157632636e-67,5.1148918774024e-65,142.092478839075
"ENSG00000123643","SLC36A1","protein_coding",-1.89467905300053,4.63966777395933,-20.7926816171736,5.58639237161538e-67,6.73182989691732e-65,141.798099524541
"ENSG00000186469","GNG2","protein_coding",-2.19596612354793,2.90705670431613,-20.703747950095,1.40812545687477e-66,1.6831641549837e-64,140.90167972345
"ENSG00000183134","PTGDR2","protein_coding",-3.07601905563097,0.405788768355306,-20.6406700264396,2.71283421876056e-66,3.21677030323752e-64,140.276879004114
"ENSG00000101680","LAMA1","protein_coding",-3.05614155778744,1.17385698163026,-20.6323575285884,2.95768726308699e-66,3.47927306456153e-64,140.192712636919
"ENSG00000108405","P2RX1","protein_coding",-2.77234817603007,0.656052134057355,-20.6220622165087,3.29179799749494e-66,3.84181337943859e-64,140.086317209326
"ENSG00000118308","LRMP","protein_coding",-2.99279374625001,1.27281776140684,-20.5961499386304,4.30944058176008e-66,4.99019752365999e-64,139.81631984997
"ENSG00000146039","SLC17A4","protein_coding",-4.06166582687587,1.63108264134944,-20.5756886603633,5.33087393818559e-66,6.12513283037107e-64,139.584256804442
"ENSG00000169764","UGP2","protein_coding",-2.12151525351518,6.65693776308115,-20.5708659084391,5.60495176377068e-66,6.39050731096992e-64,139.513214724812
"ENSG00000118526","TCF21","protein_coding",-2.65185657237556,1.73592185467901,-20.5127666481307,1.02535216858951e-65,1.16013510250639e-63,138.947898308934
"ENSG00000132514","CLEC10A","protein_coding",-3.46438166678436,0.913883557343307,-20.4674683553555,1.64201968683107e-65,1.84378907562198e-63,138.484828122004
"ENSG00000146469","VIP","protein_coding",-4.87368535018735,1.04807160164395,-20.4561087529239,1.84783101720222e-65,2.05928957420837e-63,138.350038229694
"ENSG00000078596","ITM2A","protein_coding",-2.61189981911742,2.44939397748179,-20.4325432950856,2.36074817672625e-65,2.61126936383854e-63,138.098152963405
"ENSG00000152763","WDR78","protein_coding",-2.56480230090547,1.39465464052947,-20.4175226176449,2.75969183739393e-65,3.02993721584095e-63,137.970126707906
"ENSG00000103257","SLC7A5","protein_coding",3.11510693553849,7.2624413833544,20.3387546264022,6.25819609483944e-65,6.82051342041986e-63,137.113890316609
"ENSG00000070759","TESK2","protein_coding",-1.44320305794516,2.85511101374655,-20.3281902251104,6.98456612447641e-65,7.55658679540069e-63,137.028782528033
"ENSG00000188738","FSIP2","protein_coding",-3.44085115959497,0.878068650872209,-20.3165003985072,7.88696102880412e-65,8.47105336006773e-63,136.921806332762
"ENSG00000100628","ASB2","protein_coding",-3.10569401175261,1.72549239166283,-20.3123353862487,8.23590433011398e-65,8.78219956697478e-63,136.865068473116
"ENSG00000139117","CPNE8","protein_coding",-2.53048463799024,2.14339453674175,-20.2768868986105,1.19049997861642e-64,1.26039933450376e-62,136.495688213389
"ENSG00000086696","HSD17B2","protein_coding",-4.2455340145315,3.31882838817824,-20.2743941549831,1.22174820145629e-64,1.28430864127554e-62,136.442752157389
"ENSG00000166816","LDHD","protein_coding",-3.52372389499652,3.14725616099572,-20.26783821871,1.30790220955684e-64,1.36519201056701e-62,136.373263812821
"ENSG00000198121","LPAR1","protein_coding",-2.67247206585847,2.7863131954294,-20.1843017850244,3.11632771676734e-64,3.23008457468011e-62,135.516983119976
"ENSG00000124205","EDN3","protein_coding",-4.24050317756215,2.16615666170836,-20.1285594795042,5.56204316852556e-64,5.72504193360318e-62,134.943213070106
"ENSG00000155324","GRAMD2B","protein_coding",-1.67532028347222,4.34636171936004,-20.1072159334742,6.943257434085e-64,7.09744563365571e-62,134.695075593552
"ENSG00000171227","TMEM37","protein_coding",-3.24833645763445,3.87585797937039,-20.0958577953514,7.81311790867979e-64,7.93192011249671e-62,134.583597858351
"ENSG00000163687","DNASE1L3","protein_coding",-4.45230944404045,0.647732743296055,-20.05732993525,1.16600641623609e-63,1.17568347628921e-61,134.232038843636
"ENSG00000166501","PRKCB","protein_coding",-2.92694794071094,2.08599598451362,-19.9984256278537,2.15039287241581e-63,2.15358940236129e-61,133.60703436994
"ENSG00000151623","NR3C2","protein_coding",-3.10153932906822,4.13692813713219,-19.9745439850843,2.75601346673532e-63,2.74158601368799e-61,133.325147692777
"ENSG00000150593","PDCD4","protein_coding",-2.05940624697275,6.51396854834376,-19.9679689104373,2.95086924573518e-63,2.91585226401912e-61,133.262924422148
"ENSG00000205683","DPF3","protein_coding",-2.95291212078584,0.324943906905838,-19.9258902269048,4.56891733697421e-63,4.48480084560475e-61,132.886100634035
"ENSG00000176148","TCP11L1","protein_coding",-1.24538248778471,2.75021771967111,-19.831423920871,1.21899576608118e-62,1.1886812661089e-60,131.893980550287
"ENSG00000177098","SCN4B","protein_coding",-2.60559928065559,0.640488636580035,-19.7778159744878,2.12726401082888e-62,2.06080439009841e-60,131.357067455854
"ENSG00000105784","RUNDC3B","protein_coding",-2.9655857455963,0.339343863593632,-19.7703456594398,2.29888336649952e-62,2.21260060118545e-60,131.279610619565
"ENSG00000138600","SPPL2A","protein_coding",-1.69881637528676,5.90546772236153,-19.7079378404136,4.39532821052439e-62,4.2030680475092e-60,130.558439689112
"ENSG00000130826","DKC1","protein_coding",1.51419352092612,7.14825867937601,19.6638460799757,6.94754277013331e-62,6.6010563422382e-60,130.094761736414
"ENSG00000176894","PXMP2","protein_coding",-1.62974808050868,3.93286540499882,-19.5879050666762,1.52844616452651e-61,1.44297000322369e-59,129.324080447484
"ENSG00000042445","RETSAT","protein_coding",-1.82996963174977,6.86306417716371,-19.5296061145534,2.79945914603091e-61,2.62617616851077e-59,128.725965981286
"ENSG00000138193","PLCE1","protein_coding",-2.12984256543918,4.69496023414162,-19.4689252354785,5.25521431215552e-61,4.86829915842307e-59,128.08277189367
"ENSG00000107562","CXCL12","protein_coding",-3.07606609556753,4.16123968543282,-19.4661887540779,5.40659514149981e-61,4.97742566380809e-59,128.061542656672
"ENSG00000157823","AP3S2","protein_coding",-1.25767931766429,4.60704104516759,-19.4109739425252,9.5886401495435e-61,8.77301384546505e-59,127.483831248253
"ENSG00000135678","CPM","protein_coding",-2.90321732413772,3.74796782032966,-19.4093820303093,9.74833761060028e-61,8.86440859290291e-59,127.475432420948
"ENSG00000163249","CCNYL1","protein_coding",-1.34956036476151,4.497549680619,-19.3854951424431,1.2490111127991e-60,1.12883187279929e-58,127.221073819619
"ENSG00000064655","EYA2","protein_coding",-3.79729872280214,0.89948529901376,-19.3749211276882,1.3938332240846e-60,1.25208460893224e-58,127.175829713751
"ENSG00000077943","ITGA8","protein_coding",-2.22998959908573,1.92034408801438,-19.3717825513103,1.43996630436395e-60,1.27803476426841e-58,127.145167813861
"ENSG00000116833","NR5A2","protein_coding",-2.58264626475481,3.34886540840836,-19.3718849914825,1.43843673661492e-60,1.27803476426841e-58,127.094006819538
"ENSG00000145681","HAPLN1","protein_coding",-2.78465017982036,0.985303153077472,-19.3445773297226,1.90952387351415e-60,1.68470016983492e-58,126.880154643753
"ENSG00000134121","CHL1","protein_coding",-3.3281496517984,0.914570511398284,-19.3329463873533,2.15439222429657e-60,1.88949121588898e-58,126.750249509326
"ENSG00000076258","FMO4","protein_coding",-1.85016399594831,1.69299083608583,-19.3145746187994,2.60668777381352e-60,2.27272506961553e-58,126.570345376101
"ENSG00000144063","MALL","protein_coding",-2.58291371908698,3.24169822256471,-19.295593801656,3.17388762568084e-60,2.75107382385038e-58,126.307339955574
"ENSG00000129474","AJUBA","protein_coding",2.97492906293769,4.30383491608119,19.2850825425857,3.53947623760921e-60,3.05012306940952e-58,126.244779083014
"ENSG00000138615","CILP","protein_coding",-4.31706184205469,0.764952611618848,-19.2716657283693,4.06791486988117e-60,3.48523897117796e-58,126.102838171341
"ENSG00000088280","ASAP3","protein_coding",-2.19115696891314,3.47805684656478,-19.2234375643352,6.70780255537344e-60,5.71396836067501e-58,125.558982737943
"ENSG00000124772","CPNE5","protein_coding",-2.2588946937828,2.34268585506773,-19.1907668690486,9.41238519961016e-60,7.97202133877838e-58,125.258877859711
"ENSG00000135842","FAM129A","protein_coding",-3.04617992574898,3.40080032275906,-19.1763723219456,1.09273301106756e-59,9.2025503920701e-58,125.070657539002
"ENSG00000155545","MIER3","protein_coding",-1.94203090561813,5.09266645643728,-19.1519521003457,1.4075470494162e-59,1.17868148962977e-57,124.803535498013
"ENSG00000046653","GPM6B","protein_coding",-2.55319950003941,1.31271262497476,-19.1466018210822,1.48782026516134e-59,1.23890291967536e-57,124.830361530498
"ENSG00000078804","TP53INP2","protein_coding",-2.72337606906997,5.31663275364564,-19.1367639550062,1.64755651094716e-59,1.36425042487479e-57,124.655371436851
"ENSG00000047457","CP","protein_coding",-3.70210404836815,0.453606215087437,-19.1170196173659,2.02173258032653e-59,1.66478446142221e-57,124.527718879986
"ENSG00000198624","CCDC69","protein_coding",-2.72656031373677,4.03014297136275,-19.1163914017725,2.03494016368182e-59,1.66640238155204e-57,124.442876301192
"ENSG00000082397","EPB41L3","protein_coding",-3.40930744624557,3.50481103637499,-19.0476746503002,4.14800253015174e-59,3.37811502757742e-57,123.740369949675
"ENSG00000146122","DAAM2","protein_coding",-2.208977404788,2.74196298615387,-19.0173105361383,5.68168114465044e-59,4.60185125278736e-57,123.451307734519
"ENSG00000156298","TSPAN7","protein_coding",-3.26505998976137,3.61590601158879,-18.9954540678186,7.12556878980988e-59,5.73995546753055e-57,123.199273765266
"ENSG00000090659","CD209","protein_coding",-3.0693243600018,2.08055666916196,-18.9338598298906,1.34868591176309e-58,1.08055257211635e-56,122.597722097834
