"","logFC","AveExpr","t","PValue","FDR","B","symbol","group"
"hsa-miR-889-3p",5.05631513180793,3.84873852411132,8.61974434417158,9.56543783786608e-13,1.98265438821224e-11,18.2241368555405,"hsa-miR-889-3p","miRNA"
"hsa-miR-17-5p",4.87029596372767,10.2009005353193,8.55898398061865,1.24433706425204e-12,2.4670334839084e-11,18.4034355858596,"hsa-miR-17-5p","miRNA"
"hsa-miR-20a-5p",6.15184125675811,9.22993134990688,8.30551778269166,3.72938836352765e-12,7.08583789070253e-11,17.1823683081064,"hsa-miR-20a-5p","miRNA"
"hsa-miR-24-3p",3.06778763007853,10.9380620751653,8.28646510495254,4.05017885483004e-12,7.38752623120998e-11,17.2980959624351,"hsa-miR-24-3p","miRNA"
"hsa-miR-378a-5p",-4.01168559105858,6.71392539307501,-8.21891108070138,5.42667471460231e-12,9.51755257637943e-11,17.028542842409,"hsa-miR-378a-5p","miRNA"
"hsa-miR-139-3p",-6.20182227061806,1.9206826057391,-8.19271347669345,6.07861715658564e-12,1.02661089755669e-10,16.9041739838789,"hsa-miR-139-3p","miRNA"
"hsa-miR-195-3p",-4.37977292253944,0.875020430492054,-8.1733223677013,6.61108880258289e-12,1.0766630335635e-10,16.7854171594879,"hsa-miR-195-3p","miRNA"
"hsa-miR-98-5p",5.47001179734813,5.82024156755466,8.11096190362737,8.66045917535971e-12,1.36178254619449e-10,16.2007402957001,"hsa-miR-98-5p","miRNA"
"hsa-miR-19b-3p",6.92022352085067,7.60976094905924,8.06840344431263,1.0412596803715e-11,1.58271471416469e-10,16.031713882153,"hsa-miR-19b-3p","miRNA"
"hsa-let-7b-3p",-3.24114206043833,4.28026795071449,-7.91174730290287,2.05105744101697e-11,2.89113278289683e-10,15.7356484643001,"hsa-let-7b-3p","miRNA"
"hsa-let-7e-3p",-3.85123498435917,2.46381748783001,-7.91263539969298,2.04319315197193e-11,2.89113278289683e-10,15.7327108137939,"hsa-let-7e-3p","miRNA"
"hsa-miR-141-5p",5.36224102376156,9.05689846538278,7.90714847805939,2.09226714551744e-11,2.89113278289683e-10,15.6103070429562,"hsa-miR-141-5p","miRNA"
"hsa-miR-26b-5p",4.11521454812844,9.31459599515909,7.83999837451183,2.79727606661299e-11,3.75164084228095e-10,15.4176942928308,"hsa-miR-26b-5p","miRNA"
"hsa-miR-125a-5p",-4.81011426136568,7.96408882867929,-7.79135294773763,3.45192320731882e-11,4.49736280724967e-10,15.2440886239137,"hsa-miR-125a-5p","miRNA"
"hsa-miR-29b-3p",6.19068978970672,9.63507020971973,7.77307535837501,3.73564857614513e-11,4.67491410512385e-10,15.0428932069952,"hsa-miR-29b-3p","miRNA"
"hsa-miR-429",6.89142718489861,8.41465165435615,7.76953485900148,3.79324170810488e-11,4.67491410512385e-10,14.8691013179739,"hsa-miR-429","miRNA"
"hsa-miR-335-3p",5.9898529590509,7.69014390617388,7.6430448877242,6.55021952893129e-11,7.86026343471755e-10,14.3747262586239,"hsa-miR-335-3p","miRNA"
"hsa-miR-374a-3p",7.27230342059097,9.67378488570528,7.62179955634419,7.17917410413391e-11,8.39411126021811e-10,14.344882621912,"hsa-miR-374a-3p","miRNA"
"hsa-miR-486-5p",-6.04244492984184,5.79259951399916,-7.52261708363886,1.10112872000877e-10,1.25528674081e-09,14.1229150574317,"hsa-miR-486-5p","miRNA"
"hsa-miR-16-5p",5.34488916438774,9.13435905995175,7.46913338688254,1.38648619386432e-10,1.54204318146861e-09,13.8318490573029,"hsa-miR-16-5p","miRNA"
"hsa-miR-200a-3p",5.03952174607057,9.20277272859702,7.43621998425915,1.59759396565041e-10,1.73453059127759e-09,13.7175494294082,"hsa-miR-200a-3p","miRNA"
"hsa-miR-193a-5p",-4.45800951138251,6.55860842290913,-7.36090616438355,2.20901737513316e-10,2.34258586758307e-09,13.4505751643943,"hsa-miR-193a-5p","miRNA"
"hsa-miR-130b-3p",4.44240751709468,4.40384925069317,7.33356214961166,2.4845879270602e-10,2.5749365789533e-09,13.1042078417386,"hsa-miR-130b-3p","miRNA"
"hsa-miR-1976",-3.90914600511096,2.51863482698675,-7.32082069464693,2.62444117477542e-10,2.65943372377243e-09,13.2814396817705,"hsa-miR-1976","miRNA"
"hsa-miR-642a-5p",-5.15319253974251,1.05714527337139,-7.23118717511411,3.856530449862e-10,3.82299540247189e-09,12.9096619037913,"hsa-miR-642a-5p","miRNA"
"hsa-miR-374a-5p",5.56578716562605,5.1098119222901,7.22262733219694,4.00079604025954e-10,3.88162339225181e-09,12.6642743570984,"hsa-miR-374a-5p","miRNA"
"hsa-miR-140-5p",4.96090826372565,5.13468088154074,7.14208387764316,5.65064467941267e-10,5.36811244544204e-09,12.3450694072258,"hsa-miR-140-5p","miRNA"
"hsa-miR-203a-3p",5.08614615593638,14.0615460859937,7.06360539079179,7.90629939061901e-10,7.35769902473933e-09,12.2220039236902,"hsa-miR-203a-3p","miRNA"
"hsa-miR-182-5p",5.18609482284236,13.7111979976692,7.00173818287972,1.02990738224062e-09,9.32281117180569e-09,11.9676964890437,"hsa-miR-182-5p","miRNA"
"hsa-miR-142-3p",6.6047174301338,10.7215606794808,6.99885133797833,1.04268282842564e-09,9.32281117180569e-09,11.9348244332575,"hsa-miR-142-3p","miRNA"
"hsa-miR-148a-3p",4.9968575917325,15.9069277558784,6.97052258147309,1.17671905102575e-09,1.0318920908995e-08,11.8352061170584,"hsa-miR-148a-3p","miRNA"
"hsa-miR-542-3p",5.42108629696599,6.93759957018896,6.94844667107508,1.29293436768491e-09,1.09181124382282e-08,11.5967277155164,"hsa-miR-542-3p","miRNA"
"hsa-miR-590-5p",5.31838147111417,4.12679343926264,6.95108719643239,1.27845391644163e-09,1.09181124382282e-08,11.5895052247372,"hsa-miR-590-5p","miRNA"
"hsa-miR-30e-5p",4.34380346872977,12.1476037754934,6.90953649535258,1.52622508631871e-09,1.26537934429333e-08,11.5895532013487,"hsa-miR-30e-5p","miRNA"
"hsa-miR-4677-3p",3.69681306159506,2.51439549853458,6.89872396127581,1.59817988057806e-09,1.30137504561356e-08,11.3812619527392,"hsa-miR-4677-3p","miRNA"
"hsa-miR-455-5p",5.17242454914107,3.96202365512238,6.88064505973676,1.72609987835638e-09,1.36017715593848e-08,11.3116466617944,"hsa-miR-455-5p","miRNA"
"hsa-miR-32-5p",5.86926803484317,4.63692144493192,6.88010824334841,1.73004989132526e-09,1.36017715593848e-08,11.309893956663,"hsa-miR-32-5p","miRNA"
"hsa-miR-145-5p",-5.0185457522043,11.1500968076145,-6.86971125742343,1.8083500951229e-09,1.39764007351872e-08,11.4152075356232,"hsa-miR-145-5p","miRNA"
"hsa-miR-142-5p",6.23996523402462,5.78470683791137,6.81952724701224,2.2387140554895e-09,1.70142268217202e-08,11.0716653288662,"hsa-miR-142-5p","miRNA"
"hsa-miR-589-5p",-2.55252113343095,5.34440715401711,-6.80579955530925,2.37322664582045e-09,1.77408418113791e-08,11.1651586978629,"hsa-miR-589-5p","miRNA"
"hsa-miR-193b-5p",-4.52115613126669,1.2840770340072,-6.68557235759595,3.95234382227078e-09,2.90688513379916e-08,10.6778010809288,"hsa-miR-193b-5p","miRNA"
"hsa-miR-92b-3p",-4.04797565667155,5.64013363252641,-6.66568099620012,4.29960733775651e-09,3.11209673970948e-08,10.590791377585,"hsa-miR-92b-3p","miRNA"
"hsa-let-7b-5p",-3.04044488969694,13.2000286279388,-6.62136576257562,5.18597390881613e-09,3.69500641003149e-08,10.3967621083501,"hsa-let-7b-5p","miRNA"
"hsa-miR-744-5p",-3.47144894946669,3.76585320773632,-6.61144593199214,5.40799529470824e-09,3.79391669905686e-08,10.3739383458814,"hsa-miR-744-5p","miRNA"
"hsa-miR-1296-5p",-4.26303108894501,2.01347020459027,-6.59887469244739,5.70295779725984e-09,3.82642990070179e-08,10.3253269576031,"hsa-miR-1296-5p","miRNA"
"hsa-miR-150-5p",-4.49241490430638,8.17945356019577,-6.60182633966619,5.63229959262063e-09,3.82642990070179e-08,10.3224123189852,"hsa-miR-150-5p","miRNA"
"hsa-miR-20a-3p",5.61921356814379,4.3954586649703,6.59874511892576,5.70607967648513e-09,3.82642990070179e-08,10.2052419660808,"hsa-miR-20a-3p","miRNA"
"hsa-miR-671-3p",-3.6628127560029,1.1383951406682,-6.543914842287,7.19153372044798e-09,4.68424838661036e-08,10.1024577391138,"hsa-miR-671-3p","miRNA"
"hsa-miR-423-3p",-2.78749539378309,6.61702033915769,-6.54057658213828,7.29345691774858e-09,4.68424838661036e-08,10.0829536692373,"hsa-miR-423-3p","miRNA"
"hsa-miR-424-5p",7.44941013855375,6.94990951662527,6.54517875824704,7.15331391134314e-09,4.68424838661036e-08,9.99646550325233,"hsa-miR-424-5p","miRNA"
"hsa-miR-146b-5p",3.820189230572,8.56905473231135,6.4977401176683,8.73573816003841e-09,5.53263416802433e-08,9.91902858727425,"hsa-miR-146b-5p","miRNA"
"hsa-miR-151a-3p",3.05780472145338,11.1749047422977,6.46828804941067,9.88809354438284e-09,6.17667213183367e-08,9.79254967973766,"hsa-miR-151a-3p","miRNA"
"hsa-miR-454-3p",4.27956378489167,3.05061904131456,6.36541759695405,1.52272643641562e-08,9.38328722980436e-08,9.29559552107419,"hsa-miR-454-3p","miRNA"
"hsa-miR-99b-3p",-3.30753034513961,4.45085439777478,-6.34761771808952,1.64056597213045e-08,9.97464111055313e-08,9.30737759274612,"hsa-miR-99b-3p","miRNA"
"hsa-miR-152-3p",3.56097733819063,7.48759261002039,6.33261659364657,1.74686058236827e-08,1.04811634942096e-07,9.25272601274713,"hsa-miR-152-3p","miRNA"
"hsa-miR-27a-3p",3.12485619019361,10.2611992498992,6.30758037975197,1.9396611832529e-08,1.14868246696535e-07,9.14634571914046,"hsa-miR-27a-3p","miRNA"
"hsa-let-7a-3p",4.29135381365751,4.52321944913017,6.29366921804221,2.05574887807561e-08,1.20182242102882e-07,9.01849523411585,"hsa-let-7a-3p","miRNA"
"hsa-miR-485-3p",-3.93005954548067,1.43926978745453,-6.27672603157339,2.20646639414097e-08,1.2736059186434e-07,9.03380606776917,"hsa-miR-485-3p","miRNA"
"hsa-miR-532-3p",-2.88603944708456,5.4297459634645,-6.27033690956006,2.26609862917869e-08,1.29167621863186e-07,8.99618809306713,"hsa-miR-532-3p","miRNA"
"hsa-miR-326",-3.85585108344458,1.21701037869687,-6.26211829584623,2.34515826323562e-08,1.3202372444882e-07,8.97743717272598,"hsa-miR-326","miRNA"
"hsa-miR-194-3p",-3.14919260405422,7.57009336315007,-6.22640584582822,2.72163419142545e-08,1.51349413571952e-07,8.80889071793229,"hsa-miR-194-3p","miRNA"
"hsa-miR-2355-5p",4.62029113426728,4.83063728626908,6.21714154454257,2.82870115017418e-08,1.55408159575834e-07,8.72300034599082,"hsa-miR-2355-5p","miRNA"
"hsa-miR-582-3p",3.52440656425162,7.90525223256779,6.15118699741356,3.72129433220723e-08,2.0201312089125e-07,8.53857334921124,"hsa-miR-582-3p","miRNA"
"hsa-miR-15a-5p",4.64557055797567,6.81573825366658,6.11128915523073,4.39114729344162e-08,2.35572137154045e-07,8.34345637365868,"hsa-miR-15a-5p","miRNA"
"hsa-miR-19b-1-5p",4.09465027631758,3.70525647219867,6.043824062608,5.80540897471499e-08,3.07821685170934e-07,8.05685378521576,"hsa-miR-19b-1-5p","miRNA"
"hsa-miR-10b-5p",3.21778364657053,14.2338622481566,5.97217219736206,7.80169533260885e-08,4.08916445019498e-07,7.79206760448019,"hsa-miR-10b-5p","miRNA"
"hsa-miR-186-5p",2.26424432756033,8.24338527509117,5.94649734001839,8.6710758145005e-08,4.49319383115026e-07,7.7165172214872,"hsa-miR-186-5p","miRNA"
"hsa-miR-126-5p",5.00218299289166,7.05569373387572,5.94083380747296,8.87536958493437e-08,4.54738037160682e-07,7.68206675316922,"hsa-miR-126-5p","miRNA"
"hsa-miR-552-5p",7.53264996444433,7.02714177862484,5.90859871510168,1.01319700134756e-07,5.13353147349433e-07,7.54178517907477,"hsa-miR-552-5p","miRNA"
"hsa-miR-374b-5p",4.58377038419472,6.09036946282258,5.89732362372535,1.06117318831638e-07,5.31752718540956e-07,7.50656072270405,"hsa-miR-374b-5p","miRNA"
"hsa-miR-433-3p",-4.25544798796438,0.321907202338481,-5.88515967249377,1.1154482993819e-07,5.52874374476247e-07,7.49634376400406,"hsa-miR-433-3p","miRNA"
"hsa-miR-19a-3p",6.87535336417826,5.61556649053119,5.8717643733431,1.17839167073399e-07,5.77792045005051e-07,7.40182206352044,"hsa-miR-19a-3p","miRNA"
"hsa-miR-342-5p",-3.51976776709355,1.40926639212503,-5.83141460867069,1.38995258566962e-07,6.74274871346111e-07,7.28245725671886,"hsa-miR-342-5p","miRNA"
"hsa-miR-29b-2-5p",-2.62835634107699,3.70690654485453,-5.81272981417953,1.50021802546436e-07,7.18189368361649e-07,7.19033451912922,"hsa-miR-29b-2-5p","miRNA"
"hsa-miR-335-5p",4.72298211224991,4.29312864361713,5.81081769150601,1.51197761760347e-07,7.18189368361649e-07,7.17086753193982,"hsa-miR-335-5p","miRNA"
"hsa-miR-1180-3p",-4.25696750285753,2.84529962975205,-5.70916658798669,2.28715920410633e-07,1.07520061553864e-06,6.78271482417716,"hsa-miR-1180-3p","miRNA"
"hsa-miR-17-3p",3.07765186548037,8.29044525598152,5.69890016896116,2.3844758329117e-07,1.10951120388544e-06,6.76000398702911,"hsa-miR-17-3p","miRNA"
"hsa-miR-136-3p",4.08083594982544,2.95713720289315,5.67317645934809,2.64659968389941e-07,1.21903985440215e-06,6.65227729350383,"hsa-miR-136-3p","miRNA"
"hsa-miR-96-5p",5.42942460678896,4.16282446398396,5.58159583755877,3.8316171749808e-07,1.74721743179125e-06,6.31035744843032,"hsa-miR-96-5p","miRNA"
"hsa-miR-660-5p",4.52423803948227,5.63787501180146,5.53807768756036,4.56482839923192e-07,2.06095222777203e-06,6.14866704731458,"hsa-miR-660-5p","miRNA"
"hsa-miR-133a-3p",-5.64820915691499,3.98936336696613,-5.49255446820689,5.47954779245347e-07,2.44968018956743e-06,5.935697757498,"hsa-miR-133a-3p","miRNA"
"hsa-miR-22-3p",2.38764094741684,15.2227476606527,5.44437930357215,6.64398679896803e-07,2.94141551488293e-06,5.72963203834979,"hsa-miR-22-3p","miRNA"
"hsa-miR-185-5p",3.3591670337345,5.50806122220454,5.43521880812319,6.89145392649821e-07,3.02163749084922e-06,5.77663858714802,"hsa-miR-185-5p","miRNA"
"hsa-miR-18a-5p",6.01638732355552,4.78878145505613,5.42121226493941,7.28745415695689e-07,3.16483723387842e-06,5.71590527150341,"hsa-miR-18a-5p","miRNA"
"hsa-miR-324-3p",-3.22949661850453,3.50648164316418,-5.40875627598028,7.65835019101652e-07,3.29453555387126e-06,5.62893172118315,"hsa-miR-324-3p","miRNA"
"hsa-miR-127-5p",3.25684614990201,7.66302857210841,5.32745068180101,1.05780600529488e-06,4.48362451601419e-06,5.36208353697555,"hsa-miR-127-5p","miRNA"
"hsa-miR-23a-5p",-3.9843538628008,1.24430337651184,-5.32647283484362,1.06191106958231e-06,4.48362451601419e-06,5.34425698336641,"hsa-miR-23a-5p","miRNA"
"hsa-miR-6892-5p",-3.54125746649599,0.587667644480596,-5.23062600235997,1.55019663911472e-06,6.48522630675517e-06,5.01378725810922,"hsa-miR-6892-5p","miRNA"
"hsa-miR-15b-3p",4.66047416296643,4.65198104273938,5.22218538405107,1.60250593178458e-06,6.64311549903424e-06,4.98770045217483,"hsa-miR-15b-3p","miRNA"
"hsa-miR-135b-5p",7.56675211987996,6.27723864047826,5.19626627035175,1.77419118880398e-06,7.28856920805959e-06,4.89376833068252,"hsa-miR-135b-5p","miRNA"
"hsa-miR-33a-5p",6.57167600640028,5.33092713066009,5.15272005185532,2.10408473370795e-06,8.56663070152522e-06,4.73627005209132,"hsa-miR-33a-5p","miRNA"
"hsa-miR-484",-2.0873132070372,5.49158613667445,-5.11275714585876,2.45928862131904e-06,9.92420894974762e-06,4.51098571330777,"hsa-miR-484","miRNA"
"hsa-miR-370-3p",-3.36647688411976,2.17387658693285,-5.10228561956126,2.56168370407498e-06,1.02467348162999e-05,4.49854794951676,"hsa-miR-370-3p","miRNA"
"hsa-miR-10a-5p",4.070831620849,15.9014503316399,5.0864538097401,2.72446865616187e-06,1.08031104974766e-05,4.37967324546718,"hsa-miR-10a-5p","miRNA"
"hsa-miR-183-5p",3.55777634536338,12.7033592700123,5.0005469709877,3.80068953257656e-06,1.49406416108182e-05,4.0861678081369,"hsa-miR-183-5p","miRNA"
"hsa-miR-193b-3p",-3.21343533155745,5.16632350539735,-4.96681354592848,4.3286326512536e-06,1.68705682818089e-05,3.97010363804857,"hsa-miR-193b-3p","miRNA"
"hsa-miR-552-3p",5.99377488531821,5.54276356125927,4.89363306272881,5.73228891110318e-06,2.21060506154911e-05,3.81177327794439,"hsa-miR-552-3p","miRNA"
"hsa-miR-26a-5p",2.44424714577473,10.7249933074546,4.89196857344401,5.7689035597444e-06,2.21060506154911e-05,3.69539306270718,"hsa-miR-26a-5p","miRNA"
"hsa-miR-200b-3p",2.4865675102255,11.0461326006573,4.86439171824179,6.40982854133776e-06,2.43573484570835e-05,3.59358544875442,"hsa-miR-200b-3p","miRNA"
"hsa-miR-181a-5p",-2.74314609161047,9.45480727922479,-4.85261397033421,6.70428182020933e-06,2.52657232232682e-05,3.52016357297197,"hsa-miR-181a-5p","miRNA"
"hsa-miR-224-5p",4.41681171570948,6.64030293781917,4.80592592487812,8.0069669799176e-06,2.99276798593641e-05,3.50073821969414,"hsa-miR-224-5p","miRNA"
"hsa-miR-195-5p",4.11419071821697,4.63335996157361,4.80079107461405,8.16448935967027e-06,3.02683507968264e-05,3.48597924710314,"hsa-miR-195-5p","miRNA"
"hsa-miR-3605-3p",-4.18038375779673,1.07466520439401,-4.79574130498004,8.32234775042574e-06,3.04287462963344e-05,3.40059675826886,"hsa-miR-3605-3p","miRNA"
"hsa-miR-29c-3p",3.34239927409682,9.24570975741566,4.79514406904322,8.34121334877589e-06,3.04287462963344e-05,3.36274271973973,"hsa-miR-29c-3p","miRNA"
"hsa-miR-30b-5p",2.82705788865376,8.24619973095519,4.78517985438349,8.66218645114259e-06,3.13488652517541e-05,3.3402486849243,"hsa-miR-30b-5p","miRNA"
"hsa-miR-411-5p",4.16542892064637,2.89232728544105,4.76282393944887,9.42677031100967e-06,3.38473012741765e-05,3.35366424231591,"hsa-miR-411-5p","miRNA"
"hsa-miR-7-1-3p",4.13269592097651,4.55273310856782,4.68221697632122,1.27691562240141e-05,4.54901190480504e-05,3.07441858156816,"hsa-miR-7-1-3p","miRNA"
"hsa-miR-450b-5p",4.16278430410367,3.00740106487743,4.66524358376204,1.36076290181056e-05,4.81013862965592e-05,3.01600585801979,"hsa-miR-450b-5p","miRNA"
"hsa-miR-432-5p",-2.71198585857077,2.4641917748064,-4.64546656662585,1.46523020576957e-05,5.13957672177634e-05,2.85528291726896,"hsa-miR-432-5p","miRNA"
"hsa-miR-452-3p",3.96405682906516,3.58401775654521,4.62239613860125,1.5969734065194e-05,5.55893033109044e-05,2.86883286097786,"hsa-miR-452-3p","miRNA"
"hsa-miR-21-3p",2.459276393884,11.2034837156228,4.60094069397234,1.72978876621191e-05,5.97563391964115e-05,2.64954190505484,"hsa-miR-21-3p","miRNA"
"hsa-miR-582-5p",2.8192840218901,3.26808948036307,4.56692600568924,1.96263925684451e-05,6.72904888060975e-05,2.67943901470692,"hsa-miR-582-5p","miRNA"
"hsa-miR-125b-5p",-3.61215196405324,7.63542153084123,-4.53995558118353,2.16865589692054e-05,7.37990364922214e-05,2.40824957303793,"hsa-miR-125b-5p","miRNA"
"hsa-miR-222-5p",4.22050495265728,3.1034293079107,4.5337401578788,2.21903067894594e-05,7.49539251555073e-05,2.56671148420949,"hsa-miR-222-5p","miRNA"
"hsa-miR-223-3p",3.57775549652377,7.52378910643857,4.51824609184386,2.34960473270454e-05,7.87808645671524e-05,2.45774319653902,"hsa-miR-223-3p","miRNA"
"hsa-miR-28-5p",2.03633812175725,6.74745613731707,4.51080916668213,2.41489879005814e-05,8.03791130121542e-05,2.40181599603893,"hsa-miR-28-5p","miRNA"
"hsa-miR-144-5p",5.95418466902657,5.87308981618871,4.5051362956981,2.46588587412671e-05,8.14814462754912e-05,2.46971325794496,"hsa-miR-144-5p","miRNA"
"hsa-miR-3615",-2.5731355765368,1.77512931461351,-4.46559192565802,2.85148580008164e-05,9.22995618735676e-05,2.26841918827466,"hsa-miR-3615","miRNA"
"hsa-miR-199b-3p",3.14444264361606,10.9829888623337,4.46705622542216,2.83621786262882e-05,9.22995618735676e-05,2.18661713312285,"hsa-miR-199b-3p","miRNA"
"hsa-miR-199a-3p",3.13843999682784,10.9870308129618,4.46535156344276,2.85399961056426e-05,9.22995618735676e-05,2.18066499043457,"hsa-miR-199a-3p","miRNA"
"hsa-miR-369-3p",3.83429148038368,2.733150628707,4.45935822236673,2.91738015320608e-05,9.30297447455924e-05,2.3156987699123,"hsa-miR-369-3p","miRNA"
"hsa-miR-146b-3p",-2.81843068350066,5.24443366469706,-4.45969517376738,2.91378090599783e-05,9.30297447455924e-05,2.16215061508357,"hsa-miR-146b-3p","miRNA"
"hsa-let-7f-1-3p",2.41311635966805,1.3138627607781,4.44571265989241,3.06681814475779e-05,9.71159079173299e-05,2.2702521236201,"hsa-let-7f-1-3p","miRNA"
"hsa-miR-296-5p",-4.11099788470859,1.19447172049509,-4.4307333114291,3.23940904410424e-05,0.000101873829249071,2.11228936330503,"hsa-miR-296-5p","miRNA"
"hsa-miR-505-3p",-1.88920462941865,5.39943495140787,-4.42290246592591,3.33334617201294e-05,0.000104109990029993,2.03719975552929,"hsa-miR-505-3p","miRNA"
"hsa-miR-16-2-3p",3.03268636622487,2.71546230550189,4.41876994755457,3.38397784848386e-05,0.000104397735953902,2.17966886632569,"hsa-miR-16-2-3p","miRNA"
"hsa-miR-7-5p",4.81382740967584,3.57935887333176,4.41841610826778,3.38834757043365e-05,0.000104397735953902,2.17832850740434,"hsa-miR-7-5p","miRNA"
"hsa-miR-193a-3p",3.53112512528554,2.42304305760107,4.37346767038276,3.99023947874323e-05,0.000122117396127981,2.02871840867958,"hsa-miR-193a-3p","miRNA"
"hsa-miR-34a-5p",2.76281261099205,6.51718967099429,4.3653335490048,4.10970473869427e-05,0.000124935024056306,1.94623363815497,"hsa-miR-34a-5p","miRNA"
"hsa-miR-3127-5p",-2.62101111204309,2.4300030176141,-4.36018178262208,4.18715185268512e-05,0.000126446440054597,1.87215212314252,"hsa-miR-3127-5p","miRNA"
"hsa-miR-409-5p",3.87178984615298,3.49837432942779,4.3579096969556,4.22175565176713e-05,0.000126652669553014,1.97682348312696,"hsa-miR-409-5p","miRNA"
"hsa-miR-190a-5p",3.47639465017636,2.33065767775576,4.31455889048695,4.93754004488763e-05,0.000147158056239788,1.83369326150941,"hsa-miR-190a-5p","miRNA"
"hsa-let-7f-5p",5.0948246865875,12.9393257928108,4.30210029697803,5.16409506346158e-05,0.000152910866814187,1.62011990319192,"hsa-let-7f-5p","miRNA"
"hsa-miR-22-5p",3.48885083527886,3.92667856325978,4.25577875768952,6.0979175679552e-05,0.000179396800708875,1.64018965437113,"hsa-miR-22-5p","miRNA"
"hsa-miR-708-3p",4.34395609527883,4.71914343710722,4.2347238810898,6.57446071353549e-05,0.000192176543934114,1.57128132653509,"hsa-miR-708-3p","miRNA"
